grid_case;machine;batch_size;size_bus;threads;exapf-gpu_throughput;pf-net_throughput;gns_throughput;canos_throughput;gpu-0DCD_throughput
case9241pegase;rtx6k;64;9241;-1;;405.384708413981;712.5743150326904;167.6986008879602;116.96447742123881
case9241pegase;rtx6k;128;9241;-1;;411.50054002663904;717.6927990693455;167.9097473581552;219.39827936896629
case9241pegase;rtx6k;256;9241;-1;169.30157036343257;413.66061099562836;688.5305005819655;168.1052003796955;419.8632586402479
case9241pegase;rtx6k;512;9241;-1;224.4164149837874;;703.3453485253551;;783.2637756125738
case9241pegase;rtx6k;1024;9241;-1;;;696.1502006921733;;1419.609017508949
case9241pegase;rtx6k;2048;9241;-1;;;690.9473192003787;;2287.558354840345
case9241pegase;rtx6k;4096;9241;-1;;;696.7389270797682;;2381.3433654280516
case9241pegase;rtx6k;8192;9241;-1;;;;;2472.9005868981226
case9241pegase;rtx6k;16384;9241;-1;;;;;
case9241pegase;rtx6k;32768;9241;-1;;;;;
case9241pegase;rtx6k;65536;9241;-1;;;;;
case_ACTIVSg10k;l20;1;10000;-1;158.15217250220184;250.74347310689132;22.1493956180907;35.432233906576826;212.90656186956096
case_ACTIVSg10k;l20;2;10000;-1;;215.7149179317031;46.70998390663874;66.15001847445853;353.9337600631314
case_ACTIVSg10k;l20;4;10000;-1;;248.4497343275452;83.41352002021247;86.88184183913724;493.5835101377007
case_ACTIVSg10k;l20;8;10000;-1;;208.72556686077343;130.66438744793953;88.31554394843648;620.9965457657179
case_ACTIVSg10k;l20;16;10000;-1;35.351703946544376;208.8874202895778;216.92566013758423;79.79900983870093;38.734200313103486
case_ACTIVSg10k;l20;32;10000;-1;;211.94058701029894;354.1298086991494;81.8863959991733;74.31418027258631
case_ACTIVSg10k;l20;64;10000;-1;;209.572739951243;369.9548578378649;81.20627451156561;135.50424427021542
case_ACTIVSg10k;l20;128;10000;-1;;209.79462768711073;377.1724696830963;;249.00047019025862
case_ACTIVSg10k;l20;256;10000;-1;287.0793393873256;;;;451.152790449774
case_ACTIVSg10k;l20;512;10000;-1;;;;;751.9175253857645
case_ACTIVSg10k;l20;1024;10000;-1;;;;;1111.0895893820489
case_ACTIVSg10k;l20;2048;10000;-1;;;;;1195.7473930523222
case_ACTIVSg10k;l20;4096;10000;-1;;;;;1181.744672369219
case_ACTIVSg10k;l20;8192;10000;-1;;;;;
case_ACTIVSg10k;l20;16384;10000;-1;;;;;
case_ACTIVSg10k;l20;32768;10000;-1;;;;;
case_ACTIVSg10k;l20;65536;10000;-1;;;;;
case_ACTIVSg10k;t4;1;10000;-1;60.04233268159938;;;;93.47671647502138
case_ACTIVSg10k;t4;2;10000;-1;;;;;123.62961767269475
case_ACTIVSg10k;t4;4;10000;-1;;;;;145.2843750442442
case_ACTIVSg10k;t4;8;10000;-1;;;;;146.6740146449046
case_ACTIVSg10k;t4;16;10000;-1;14.627200999109663;;;;22.127977472902366
case_ACTIVSg10k;t4;32;10000;-1;;;;;43.56764587973822
case_ACTIVSg10k;t4;64;10000;-1;;;;;83.88198032964839
case_ACTIVSg10k;t4;128;10000;-1;;;;;149.34103511025037
case_ACTIVSg10k;t4;256;10000;-1;;;;;229.3097778034245
case_ACTIVSg10k;t4;512;10000;-1;;;;;239.2244533662208
case_ACTIVSg10k;t4;1024;10000;-1;;;;;273.5299807651011
case_ACTIVSg10k;t4;2048;10000;-1;;;;;
case_ACTIVSg10k;t4;4096;10000;-1;;;;;
case_ACTIVSg10k;t4;8192;10000;-1;;;;;
case_ACTIVSg10k;t4;16384;10000;-1;;;;;
case_ACTIVSg10k;t4;32768;10000;-1;;;;;
case_ACTIVSg10k;t4;65536;10000;-1;;;;;
case_ACTIVSg10k;rtx6k;1;10000;-1;100.15177665304395;592.7667066316382;44.17354309534729;129.58710123849028;194.49620193076035
case_ACTIVSg10k;rtx6k;2;10000;-1;;604.104219959051;87.76303608236104;176.2483960381301;345.21934512827113
case_ACTIVSg10k;rtx6k;4;10000;-1;;561.0941161478275;157.75339211722482;202.6377107694697;558.0956096370937
case_ACTIVSg10k;rtx6k;8;10000;-1;;472.74649667041365;260.62243084419504;199.9187847375454;791.1616888225478
case_ACTIVSg10k;rtx6k;16;10000;-1;27.36783989112181;443.7046746920968;435.7559418935491;179.71211067845118;28.952507251976353
case_ACTIVSg10k;rtx6k;32;10000;-1;;448.0824490461727;674.9770323957772;173.14936035076613;56.51987999623494
case_ACTIVSg10k;rtx6k;64;10000;-1;;449.6421114116866;786.2753382741246;173.537150479596;104.50644678826912
case_ACTIVSg10k;rtx6k;128;10000;-1;;452.32930678587263;780.1039598677875;173.75895530352182;196.86436504307463
case_ACTIVSg10k;rtx6k;256;10000;-1;278.3519103911769;454.30852129780754;756.38507258058;173.9180652433366;380.8797283289361
case_ACTIVSg10k;rtx6k;512;10000;-1;433.11773982375394;455.79943418864514;773.0658416921842;;719.1282004707529
case_ACTIVSg10k;rtx6k;1024;10000;-1;;;768.0023116129179;;1297.080681853803
case_ACTIVSg10k;rtx6k;2048;10000;-1;;;757.7535969615784;;2085.4374914000678
case_ACTIVSg10k;rtx6k;4096;10000;-1;;;765.3450999719244;;2188.7200250443284
case_ACTIVSg10k;rtx6k;8192;10000;-1;;;;;2276.657203954503
case_ACTIVSg10k;rtx6k;16384;10000;-1;;;;;
case_ACTIVSg10k;rtx6k;32768;10000;-1;;;;;
case_ACTIVSg10k;rtx6k;65536;10000;-1;;;;;
case_ACTIVSg25k;l20;1;25000;-1;86.94985639875117;90.9977485767322;;40.14378218866177;111.4890240953388
case_ACTIVSg25k;l20;2;25000;-1;;97.07371723821245;;38.35630126082075;165.90759376821333
case_ACTIVSg25k;l20;4;25000;-1;;84.86594928671352;;33.9802034232622;223.32120387692493
case_ACTIVSg25k;l20;8;25000;-1;;83.79399826795687;;32.908265970827955;260.0912276836738
case_ACTIVSg25k;l20;16;25000;-1;12.625981757841647;84.00492736971115;;32.38201485293065;13.482772650232754
case_ACTIVSg25k;l20;32;25000;-1;;83.29773072555372;;32.48101526624178;25.49426088213104
case_ACTIVSg25k;l20;64;25000;-1;;;;;48.81199175296661
case_ACTIVSg25k;l20;128;25000;-1;;;;;90.31099635707386
case_ACTIVSg25k;l20;256;25000;-1;96.29256469916167;;;;168.15776919984847
case_ACTIVSg25k;l20;512;25000;-1;;;;;278.68513175062736
case_ACTIVSg25k;l20;1024;25000;-1;;;;;423.58225881531433
case_ACTIVSg25k;l20;2048;25000;-1;;;;;
case_ACTIVSg25k;l20;4096;25000;-1;;;;;
case_ACTIVSg25k;l20;8192;25000;-1;;;;;
case_ACTIVSg25k;l20;16384;25000;-1;;;;;
case_ACTIVSg25k;l20;32768;25000;-1;;;;;
case_ACTIVSg25k;l20;65536;25000;-1;;;;;
case_ACTIVSg25k;t4;1;25000;-1;19.160194858626646;14.687335445619375;;7.960437939418297;44.23612929844408
case_ACTIVSg25k;t4;2;25000;-1;;15.479678363900625;;7.943128277294514;53.419819489759476
case_ACTIVSg25k;t4;4;25000;-1;;14.70989117623623;;7.946008827352989;59.21351604624931
case_ACTIVSg25k;t4;8;25000;-1;;15.088161585115946;;8.051089524569123;59.76079627605487
case_ACTIVSg25k;t4;16;25000;-1;5.606815959378688;14.197866059458862;;8.03955796292739;8.449556015919821
case_ACTIVSg25k;t4;32;25000;-1;;;;;16.647488234499534
case_ACTIVSg25k;t4;64;25000;-1;;;;;31.449761429594968
case_ACTIVSg25k;t4;128;25000;-1;;;;;53.90951364825665
case_ACTIVSg25k;t4;256;25000;-1;;;;;81.57429084940574
case_ACTIVSg25k;t4;512;25000;-1;;;;;
case_ACTIVSg25k;t4;1024;25000;-1;;;;;
case_ACTIVSg25k;t4;2048;25000;-1;;;;;
case_ACTIVSg25k;t4;4096;25000;-1;;;;;
case_ACTIVSg25k;t4;8192;25000;-1;;;;;
case_ACTIVSg25k;t4;16384;25000;-1;;;;;
case_ACTIVSg25k;t4;32768;25000;-1;;;;;
case_ACTIVSg25k;t4;65536;25000;-1;;;;;
case_ACTIVSg25k;rtx6k;1;25000;-1;52.54999574880798;233.24739481692993;;95.61562404194976;100.34488249687863
case_ACTIVSg25k;rtx6k;2;25000;-1;;211.46858391607313;;80.6107444729694;172.00770914065785
case_ACTIVSg25k;rtx6k;4;25000;-1;;178.59259971956425;;76.19096654658273;259.89579147467697
case_ACTIVSg25k;rtx6k;8;25000;-1;;175.4280022059118;;69.30984761597091;342.3089018916316
case_ACTIVSg25k;rtx6k;16;25000;-1;9.908763696151357;179.24522301317194;;68.8453677996459;10.223563132261829
case_ACTIVSg25k;rtx6k;32;25000;-1;;179.48173674176223;;69.12319859940095;19.01507863403943
case_ACTIVSg25k;rtx6k;64;25000;-1;;180.3420391468759;;69.25920031564901;36.563416550543636
case_ACTIVSg25k;rtx6k;128;25000;-1;;181.0607910233056;;69.36959571300079;70.87262296715534
case_ACTIVSg25k;rtx6k;256;25000;-1;93.3845097050234;;;;135.58867701036374
case_ACTIVSg25k;rtx6k;512;25000;-1;147.31999658150315;;;;265.318655913944
case_ACTIVSg25k;rtx6k;1024;25000;-1;;;;;473.3660260776461
case_ACTIVSg25k;rtx6k;2048;25000;-1;;;;;775.7536000715177
case_ACTIVSg25k;rtx6k;4096;25000;-1;;;;;
case_ACTIVSg25k;rtx6k;8192;25000;-1;;;;;
case_ACTIVSg25k;rtx6k;16384;25000;-1;;;;;
case_ACTIVSg25k;rtx6k;32768;25000;-1;;;;;
case_ACTIVSg25k;rtx6k;65536;25000;-1;;;;;
case_ACTIVSg70k;l20;1;70000;-1;29.754963719624364;25.971618984440997;19.33109010643088;;46.943869261384435
case_ACTIVSg70k;l20;2;70000;-1;;29.728700021039067;33.193700107212806;;65.62620662368141
case_ACTIVSg70k;l20;4;70000;-1;;29.533721652704937;44.9899941718905;;78.83245077524018
case_ACTIVSg70k;l20;8;70000;-1;;30.043986726068514;54.324521611480876;;89.28701969920444
case_ACTIVSg70k;l20;16;70000;-1;3.2385006463869654;30.023102430580412;51.81147045790439;;4.127382984668033
case_ACTIVSg70k;l20;32;70000;-1;;;49.79812228476246;;8.039219338367593
case_ACTIVSg70k;l20;64;70000;-1;;;49.22997929910828;;15.686335204341693
case_ACTIVSg70k;l20;128;70000;-1;;;;;29.258769657512254
case_ACTIVSg70k;l20;256;70000;-1;;;;;53.71843195800177
case_ACTIVSg70k;l20;512;70000;-1;;;;;89.91782097252533
case_ACTIVSg70k;l20;1024;70000;-1;;;;;
case_ACTIVSg70k;l20;2048;70000;-1;;;;;
case_ACTIVSg70k;l20;4096;70000;-1;;;;;
case_ACTIVSg70k;l20;8192;70000;-1;;;;;
case_ACTIVSg70k;l20;16384;70000;-1;;;;;
case_ACTIVSg70k;l20;32768;70000;-1;;;;;
case_ACTIVSg70k;l20;65536;70000;-1;;;;;
case_ACTIVSg70k;t4;1;70000;-1;2.8073357991086807;5.3306892796674905;10.05150782215273;2.907074210468293;17.516223993182603
case_ACTIVSg70k;t4;2;70000;-1;;5.523043086655442;13.069659217886189;2.8823242236211946;19.907889949905275
case_ACTIVSg70k;t4;4;70000;-1;;5.180875207099977;14.0739586353253;2.8927344182088324;21.190134454673213
case_ACTIVSg70k;t4;8;70000;-1;;;;;19.64172550364809
case_ACTIVSg70k;t4;16;70000;-1;1.662917377103071;;;;2.7867702353310064
case_ACTIVSg70k;t4;32;70000;-1;;;;;5.498902825971977
case_ACTIVSg70k;t4;64;70000;-1;;;;;10.160516042170125
case_ACTIVSg70k;t4;128;70000;-1;;;;;17.1148368188014
case_ACTIVSg70k;t4;256;70000;-1;;;;;
case_ACTIVSg70k;t4;512;70000;-1;;;;;
case_ACTIVSg70k;t4;1024;70000;-1;;;;;
case_ACTIVSg70k;t4;2048;70000;-1;;;;;
case_ACTIVSg70k;t4;4096;70000;-1;;;;;
case_ACTIVSg70k;t4;8192;70000;-1;;;;;
case_ACTIVSg70k;t4;16384;70000;-1;;;;;
case_ACTIVSg70k;t4;32768;70000;-1;;;;;
case_ACTIVSg70k;t4;65536;70000;-1;;;;;
case_ACTIVSg70k;rtx6k;1;70000;-1;20.975625043203436;68.901678482502;37.118686629143134;35.83201716590645;44.53469370511175
case_ACTIVSg70k;rtx6k;2;70000;-1;;63.132496590342235;59.089750297625166;26.031613007550366;71.43656497612673
case_ACTIVSg70k;rtx6k;4;70000;-1;;63.650436168535215;84.17792273724095;24.384958649127693;99.4046251310237
case_ACTIVSg70k;rtx6k;8;70000;-1;;64.14075663519901;97.38360689649441;24.67262926582612;120.10305260417829
case_ACTIVSg70k;rtx6k;16;70000;-1;2.435006002689177;64.58073856296843;98.87701480938767;24.807144524477238;3.01265902772442
case_ACTIVSg70k;rtx6k;32;70000;-1;;64.8663722133864;96.36613013746745;24.85577110565377;5.85371145989852
case_ACTIVSg70k;rtx6k;64;70000;-1;;65.11403799820648;98.7048352798391;;11.440323883483803
case_ACTIVSg70k;rtx6k;128;70000;-1;;;98.37276983545068;;22.532748363261653
case_ACTIVSg70k;rtx6k;256;70000;-1;;;97.38402023542086;;43.11486033709486
case_ACTIVSg70k;rtx6k;512;70000;-1;;;100.11203739905714;;83.67482388950516
case_ACTIVSg70k;rtx6k;1024;70000;-1;;;;;150.73855378956733
case_ACTIVSg70k;rtx6k;2048;70000;-1;;;;;
case_ACTIVSg70k;rtx6k;4096;70000;-1;;;;;
case_ACTIVSg70k;rtx6k;8192;70000;-1;;;;;
case_ACTIVSg70k;rtx6k;16384;70000;-1;;;;;
case_ACTIVSg70k;rtx6k;32768;70000;-1;;;;;
case_ACTIVSg70k;rtx6k;65536;70000;-1;;;;;
